[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.00037007],[0.76511878],[0.07433429],[0.05029484],[0.01946875],[0.00312984],[0.00128495],[0.0114522],[0.27076435],[0.00203611]
[0.07786366],[0.00098441],[0.49866314],[0.06174584],[0.00015936],[0.01726864],[0.000763],[0.00219144],[0.54410929],[0.0008829]
[0.00417756],[0.00750244],[0.04278609],[0.14203313],[0.00130993],[0.01453996],[0.0001125],[0.01573937],[0.73552735],[0.00130767]
[0.28412081],[2.29476404e-05],[0.01353502],[4.51259045e-05],[0.3225324],[0.00990331],[0.03163546],[0.02073207],[0.04858458],[0.01092293]
[0.00757789],[0.00474901],[0.9316682],[0.06793636],[0.00074735],[0.0001946],[0.00109582],[0.00910965],[0.0300887],[0.00371848]
[0.06544475],[0.00077718],[0.16209753],[0.0084289],[0.00035633],[0.03165297],[0.00131041],[0.00153776],[0.8072427],[0.00124377]
[0.00193642],[0.01288694],[0.10842719],[0.93408636],[0.0013064],[0.00611898],[0.00033665],[0.00666328],[0.02613066],[0.00805231]
[0.00614897],[0.00292882],[0.0120276],[9.03068119e-06],[0.79100773],[0.00154657],[0.22441234],[0.00448065],[0.06761211],[0.22315867]
[0.0530727],[0.03691415],[0.00532599],[0.00011012],[0.09342233],[0.09331584],[0.52265557],[0.00445647],[0.03309917],[0.00167995]
[0.08814896],[0.00204315],[0.0015688],[0.00012987],[0.01984623],[0.0578688],[0.89253363],[9.28916907e-05],[0.00219367],[0.02937494]
[0.0063723],[0.03018818],[0.80878956],[0.0011823],[0.00073212],[0.00052474],[0.00341695],[0.26700015],[0.08476463],[0.0029498]
[0.55632021],[0.0059793],[0.00931315],[0.00422232],[0.37608784],[0.52161514],[0.00279089],[0.09455693],[0.00214781],[0.00011362]
[0.00079122],[0.33208849],[0.1502139],[0.02201438],[0.04087627],[0.00594402],[0.00088467],[0.00447184],[0.67771953],[0.00310775]
[0.0125712],[0.00099266],[0.94265569],[0.00370035],[0.00081751],[0.00219415],[0.00454907],[0.00392214],[0.14974117],[0.01790401]
[0.01096507],[0.00289409],[0.82285913],[0.00214077],[0.002142],[0.00063813],[0.00065968],[0.08219062],[0.11267728],[0.00563964]
[0.00789635],[0.00191711],[0.00502436],[0.00369498],[0.0437545],[0.17714604],[0.00216517],[0.00055945],[0.86971563],[0.02670565]
[0.01837932],[0.00109395],[0.0509763],[1.29515716e-05],[0.06358973],[0.00967366],[0.97047193],[0.00163394],[0.00075869],[0.01136417]
[0.02964347],[0.00650901],[0.69275842],[0.36089228],[0.06870643],[0.02960881],[0.00774344],[0.00130503],[0.00139915],[2.11383638e-05]
[0.01750737],[0.00067075],[4.87495877e-05],[0.00648033],[0.14669145],[0.00066928],[0.00960471],[0.10227677],[0.0007504],[0.41079397]
[0.01847798],[0.00146767],[0.8324684],[0.02408305],[0.001753],[0.00295569],[0.00069405],[0.00746456],[0.11059912],[0.00214789]
[0.00098378],[0.88464085],[0.01831604],[0.02292858],[0.00993895],[0.02601072],[0.00209723],[0.0153074],[0.17687673],[0.00073614]
[0.02219275],[0.00021105],[0.00119817],[0.00012035],[0.6103103],[0.00220773],[0.02244759],[0.02724838],[0.00513851],[0.14053437]
[0.00408767],[0.03672242],[0.06564809],[0.79283184],[0.00450839],[0.01922814],[0.00031758],[0.0031611],[0.06276304],[0.00289172]
[0.00261459],[0.00029946],[2.76644261e-05],[0.04402206],[0.0937197],[0.05821966],[0.00714977],[0.0278094],[0.00617702],[0.64197985]
[0.08590282],[0.00204408],[0.01031477],[0.00114703],[0.00512757],[0.03755204],[0.96749634],[0.00011827],[0.00108423],[0.02445798]
[0.00016881],[0.9500062],[0.05409313],[0.02070259],[0.0060647],[0.00212378],[0.00416001],[0.06596251],[0.01689539],[0.00169565]
[0.01036456],[0.00127012],[0.41813924],[0.00824915],[0.00173813],[0.00080829],[0.00014154],[0.31446261],[0.02739185],[0.02431596]
[0.02052507],[0.00151961],[0.90859683],[0.17457915],[0.00096546],[0.01337107],[0.00371432],[0.00148031],[0.0488575],[5.98436808e-05]
[0.00063957],[0.00334183],[0.00172759],[0.00016309],[0.96672885],[0.01063948],[0.03295576],[0.01043281],[0.02603304],[0.1576944]
[0.00027918],[0.0116643],[0.00672579],[7.90223156e-05],[0.91065784],[0.00186496],[0.01673423],[0.01349821],[0.04936913],[0.30883933]
[0.06667788],[0.02755844],[0.00788454],[0.00194332],[0.08019355],[0.35303699],[0.02740515],[0.01644723],[0.01396459],[0.00010765]
[0.01782169],[0.00427119],[0.63618106],[0.01105349],[0.00027786],[0.00267016],[0.00047274],[0.04405082],[0.13886296],[0.01053205]
[0.98875323],[0.00012004],[0.01176465],[0.00359443],[0.00115736],[0.04510149],[0.00371946],[0.02412191],[0.00135456],[0.00046031]
[0.97398765],[0.00038476],[0.0123362],[0.00029223],[0.01159471],[0.02879674],[0.00795399],[0.04097602],[0.00186413],[0.00016264]
[0.0001847],[0.88479033],[0.02920865],[0.05219926],[0.01218848],[0.00300168],[0.00485028],[0.00638893],[0.13793894],[0.00428031]
[0.0287013],[0.0039672],[0.00329846],[0.00068315],[0.01602578],[0.18684749],[0.95988733],[6.03775789e-05],[0.00153114],[0.01945029]
[0.03470644],[0.00539277],[0.02173732],[0.00029189],[0.02911169],[0.05317315],[0.95789585],[0.0001509],[0.00058272],[0.00492296]
[0.01106198],[0.00202519],[0.00731112],[0.0004176],[0.02614669],[0.05670442],[0.01546824],[0.00022164],[0.94810867],[0.1050709]
[0.09782682],[0.00498994],[0.49403646],[0.23094958],[0.00120946],[0.0275639],[0.00040492],[0.00117243],[0.18861492],[6.85311103e-05]
[0.00412746],[0.00193535],[0.39329104],[0.00115235],[0.00726761],[0.00073333],[0.00071183],[0.56741711],[0.05106236],[0.01853907]
[0.03812556],[0.00040296],[0.47530013],[0.03161443],[0.00238986],[0.0004875],[0.00072156],[0.19773167],[0.00386748],[0.01361151]
[0.06901512],[0.00078388],[0.68267037],[0.05604013],[0.00038333],[0.0246205],[0.00125205],[0.00140632],[0.36028374],[0.000411]
[0.0019938],[0.00700125],[0.01120558],[4.05120661e-05],[0.98083291],[0.00168839],[0.07366816],[0.04820004],[0.01149476],[0.03237658]
[0.00161208],[0.00969012],[0.99358702],[0.01847586],[0.00112968],[0.00444446],[0.01959106],[0.00164153],[0.03940027],[0.0011807]
[0.0002076],[0.88250837],[0.07022729],[0.03803947],[0.01253606],[0.00360311],[0.00292769],[0.01273079],[0.1072893],[0.00273475]
[0.04254758],[0.00431593],[0.00730556],[0.00111793],[0.01018609],[0.12477399],[0.97634368],[8.12567081e-05],[0.00068384],[0.01922511]
[0.00014382],[0.85685037],[0.02632164],[0.02333315],[0.00440928],[0.001554],[0.02298983],[0.00903501],[0.18022592],[0.00575913]
[0.99237149],[5.99168996e-05],[0.01408796],[0.00109363],[0.00069791],[0.02646883],[0.00317994],[0.03112879],[0.00322272],[0.00020423]
[0.01043564],[0.00167433],[0.07837308],[1.88103626e-05],[0.00596698],[0.02001671],[0.98247464],[0.0004762],[0.00094781],[0.00725624]
[0.00113843],[0.00208097],[5.44957906e-05],[0.01600136],[0.03100564],[0.04710976],[0.00296799],[0.31602217],[0.01219951],[0.67521599]
[0.05096708],[0.00103558],[0.02453448],[0.02215091],[0.00599311],[0.03582439],[0.00125398],[0.00041381],[0.97376374],[0.01022002]
[0.02249301],[0.01339841],[0.01243907],[0.94936633],[0.02622062],[0.12154283],[0.00057963],[0.00173841],[0.0087798],[6.64134066e-05]
[0.00719391],[0.00014667],[0.00019149],[0.10371453],[0.03001889],[0.15341239],[0.00303264],[0.01697577],[0.02310986],[0.42388867]
[0.01912613],[0.00169952],[0.04795121],[5.32079495e-05],[0.00756504],[0.0240222],[0.98114717],[0.00042036],[0.00096044],[0.0101831]
[0.04294563],[0.01232248],[0.00792131],[0.94372308],[0.01418207],[0.29834958],[0.0003266],[0.00193222],[0.00775576],[9.54131156e-05]
[0.9785502],[0.0001558],[0.07035439],[0.00652747],[0.00031943],[0.02363643],[0.00219912],[0.00671677],[0.00237822],[6.7411812e-05]
[3.74011672e-05],[0.69868494],[0.0980857],[0.08675244],[0.00036368],[0.01323441],[0.07042387],[0.00463126],[0.11367478],[0.02644876]
[0.00025199],[0.00615988],[0.59542222],[0.00508512],[0.00071083],[0.00310626],[0.0103039],[0.00742693],[0.07459669],[0.02915506]
[0.00025514],[0.01803896],[0.22488791],[0.69965036],[0.00113587],[0.00785432],[0.00011861],[0.1042551],[0.01497902],[0.00649374]
[0.00059528],[0.01087237],[0.00051662],[0.00061167],[0.96280937],[0.00046522],[0.01602431],[0.08535453],[0.00211519],[0.04874159]
[0.03134842],[0.00050106],[0.00020045],[0.08224669],[0.04734933],[0.96991633],[0.00309684],[0.0003965],[0.05725763],[0.0356741]
[0.00542197],[0.0035231],[0.02677389],[5.71982064e-05],[0.02267693],[0.01207778],[0.99192298],[0.00035093],[0.00522312],[0.0157525]
[0.00431292],[0.00066304],[0.00055655],[0.02258842],[0.00867726],[0.01082187],[0.00026565],[0.98434235],[0.00256893],[0.02552816]
[0.00059876],[0.00114819],[0.02517639],[0.0053974],[0.0543988],[0.03513369],[0.00181455],[0.00130666],[0.79864577],[0.10486619]
[0.00025405],[0.00143733],[0.00015294],[0.02701444],[0.04201674],[0.02056561],[0.00624894],[0.01090691],[0.02164238],[0.93832129]
[0.98758387],[0.0001012],[0.01578329],[0.0005879],[0.00035969],[0.0299846],[0.01264081],[0.03890892],[0.00252112],[0.00031253]
[2.00215019e-05],[0.22385477],[0.01057449],[0.06373073],[0.00670222],[0.01933566],[0.00405822],[0.00947703],[0.28870581],[0.17892393]
[0.00028103],[0.0235884],[0.9730326],[0.18960671],[0.00078701],[0.00074963],[0.00309446],[0.00295908],[0.04472071],[0.0011496]
[0.00105437],[0.00255855],[0.01322041],[0.50481022],[0.00294838],[0.16478695],[0.01317428],[0.04138412],[0.00257162],[0.00233719]
[0.00044777],[0.01172902],[0.00064484],[0.0009227],[0.92714127],[0.00031931],[0.01575078],[0.11205441],[0.00144292],[0.0307462]
[0.00546333],[0.00053869],[0.00025532],[0.10107199],[0.01667693],[0.94807339],[0.00268029],[0.00194192],[0.00425034],[0.01506768]
[0.01478145],[0.00070825],[0.06192442],[2.85549221e-05],[0.00743072],[0.0068273],[0.97751787],[0.00059949],[0.00206105],[0.01341954]
[0.01339012],[0.00094783],[0.00223847],[0.02693817],[0.00171454],[0.00567949],[9.50042075e-05],[0.99357665],[0.00425733],[0.02256168]
[0.01084718],[0.00084391],[0.02309209],[0.00425779],[0.00659171],[0.13273672],[0.00252593],[0.0007072],[0.96044896],[0.00712948]
[0.00338123],[0.00017393],[0.0347452],[0.00010705],[0.07589127],[0.00089324],[0.05218879],[0.00930119],[0.07034196],[0.90390699]
[0.98796267],[0.00015702],[0.00277236],[0.00329727],[0.00032073],[0.0694123],[0.00631345],[0.01940143],[0.00489849],[0.00056529]
[4.64005329e-05],[0.91159526],[0.01649945],[0.13659433],[0.00084748],[0.00403877],[0.00883301],[0.03949368],[0.05478732],[0.02457312]
[0.00102115],[0.07184154],[0.8764504],[0.38174178],[0.00053757],[0.00033636],[0.00297032],[0.00557436],[0.02771096],[0.00068969]
[0.00400568],[0.0047477],[0.04332285],[0.97351117],[0.00110375],[0.02606431],[0.00122508],[0.00195609],[0.00820131],[0.00046228]
[0.00093267],[0.00328241],[0.00153089],[6.09122745e-05],[0.89675591],[0.00040533],[0.07339248],[0.02539794],[0.00593169],[0.20718142]
[0.11102398],[0.00014005],[0.00100037],[0.00503035],[0.01837535],[0.60850987],[0.00708873],[0.00115391],[0.02224885],[0.01024746]
[0.00754677],[0.00218354],[0.03306755],[3.70297441e-05],[0.01449897],[0.02833905],[0.98723426],[0.00036247],[0.00149452],[0.01055143]
[0.00450154],[0.00170033],[0.00134089],[0.05473277],[0.00383971],[0.00533816],[0.00010079],[0.99368968],[0.00388313],[0.02094612]
[0.00028602],[0.00445474],[0.01007891],[0.00967821],[0.00960984],[0.13063529],[0.004864],[0.00145647],[0.69512123],[0.09071777]
[0.00024587],[0.00229533],[0.00011068],[0.07641111],[0.06781951],[0.07531109],[0.00391278],[0.01509929],[0.03861053],[0.90915347]
[2.5036002e-05],[0.9236729],[0.01732769],[0.17818864],[0.00175676],[0.00454071],[0.00656749],[0.0459698],[0.03137014],[0.03939999]
[0.00186983],[0.00156661],[0.11170652],[7.07379519e-05],[0.02827895],[0.00760862],[0.98042688],[0.00104824],[0.00562493],[0.01104528]
[0.00131693],[0.00154301],[0.06709553],[0.01868314],[0.03095456],[0.01861096],[0.00042819],[0.01913778],[0.41907787],[0.00580715]
[0.00019967],[0.00090523],[0.00039659],[0.00048231],[0.08540481],[0.01314248],[0.02157416],[0.04767624],[0.00952447],[0.91877659]
[0.00010117],[0.00139171],[0.00133155],[0.00091523],[0.04235005],[0.00262437],[0.0053341],[0.03309934],[0.02760408],[0.97823287]
[0.97006215],[8.72263532e-05],[0.03955153],[0.00258208],[0.0002368],[0.02324161],[0.01655798],[0.0149597],[0.00074132],[0.00033944]
[5.75396768e-05],[0.93435312],[0.05893736],[0.01432379],[0.00039193],[0.01301115],[0.14851164],[0.00730072],[0.06935068],[0.01700176]
[0.00077305],[0.02261186],[0.98490805],[0.0435368],[0.00158427],[0.00564622],[0.03394304],[0.00097714],[0.04551656],[0.00096833]
[0.00144961],[0.00077888],[0.0035661],[0.00038111],[0.95000162],[0.00180555],[0.01861304],[0.05945933],[0.00233009],[0.01778819]
[0.00225035],[0.00331695],[0.00304305],[0.00024081],[0.9264181],[0.0002456],[0.0359274],[0.14443701],[0.00148429],[0.02103441]
[0.00158716],[0.02143053],[0.02853275],[0.97941436],[0.00149281],[0.0104079],[0.00015558],[0.00918029],[0.04903911],[0.00385479]
[0.01364307],[0.00141367],[0.01914436],[0.06768179],[0.00163344],[0.00266982],[2.85652752e-05],[0.9891159],[0.00333456],[0.05166495]
[0.00109638],[0.00445928],[0.00177956],[9.34934232e-05],[0.95561471],[0.00020427],[0.03415336],[0.04014507],[0.00692801],[0.15178821]
[0.00138857],[0.00253678],[0.0103833],[0.00017236],[0.28648834],[0.00858911],[0.08492406],[0.0040486],[0.03083006],[0.02668755]
[0.00038443],[0.04400019],[0.00097999],[0.00062631],[0.87263096],[0.0001341],[0.01184517],[0.10844606],[0.00270591],[0.16567534]
[0.98250435],[5.79224002e-05],[0.01285522],[0.00060837],[0.00046854],[0.0313761],[0.01555576],[0.01945252],[0.00191732],[0.00072199]
[0.00420272],[0.00842155],[0.21889482],[0.9476651],[0.00175032],[0.00293411],[8.99879305e-05],[0.01839515],[0.00180758],[0.00021575]
[0.00052337],[0.00638979],[0.05289327],[0.01914108],[0.0202588],[0.05445525],[0.00040295],[0.00814928],[0.78284744],[0.00555744]
[0.02256625],[0.00056376],[0.00023316],[0.01285594],[0.00701057],[0.00658257],[0.00053546],[0.97776696],[0.00433753],[0.06115093]
[0.0323828],[0.00047484],[0.0002028],[0.04412078],[0.01924681],[0.98596135],[0.00246801],[0.00079039],[0.06359572],[0.01205706]
[0.00025109],[0.00457293],[0.11184992],[0.02981665],[0.00600905],[0.05643716],[0.00461012],[0.00198298],[0.10541525],[0.02145999]
[0.00084022],[0.0078544],[0.99457299],[0.04620018],[0.00179145],[0.0026211],[0.00776968],[0.00159775],[0.0421656],[0.00044063]
[3.59810516e-05],[0.4471054],[0.03800527],[0.02899979],[0.00326865],[0.03459007],[0.0893572],[0.00103416],[0.21690729],[0.03753668]
[0.00217509],[0.00247046],[0.00061285],[0.06343368],[0.01062446],[0.01323117],[0.00019897],[0.98866088],[0.00572205],[0.00756071]
[0.17419449],[9.41875445e-05],[0.00112165],[0.00646117],[0.03092718],[0.9690593],[0.0030235],[0.0003504],[0.15810511],[0.00395774]
[0.01276554],[0.00465042],[0.11490243],[0.97795421],[0.00033821],[0.00572461],[0.00020952],[0.005541],[0.00879535],[0.00046988]
[0.01594544],[0.00018273],[0.07242785],[4.07158564e-05],[0.01207451],[0.00219502],[0.04982303],[0.0029218],[0.69403515],[0.47099005]
[0.02531556],[0.00460924],[0.00067476],[0.49496799],[0.00313047],[0.86740644],[0.00017951],[0.09926985],[0.00775573],[0.00181224]
[0.00884517],[0.00903041],[0.95326088],[0.07224514],[0.00093427],[0.00624629],[0.0128611],[0.00091666],[0.23030688],[0.00040159]
[0.11184602],[0.0001158],[0.00301045],[0.00077489],[0.04389631],[0.6695243],[0.00359576],[0.00157555],[0.07399259],[0.03684132]
[0.00015127],[0.92601287],[0.03842776],[0.02393072],[0.00060882],[0.00982144],[0.11226063],[0.00575064],[0.04831976],[0.0096049]
[0.00023365],[0.93669889],[0.02471564],[0.01166916],[0.00042938],[0.01707503],[0.1697621],[0.00581776],[0.07180889],[0.01083113]
[0.00794064],[0.00274392],[0.03696338],[5.18243743e-05],[0.01131273],[0.03204786],[0.98268181],[0.00025608],[0.00165363],[0.00901977]
[0.00132617],[0.00783903],[0.99074746],[0.02615988],[0.00369935],[0.00154063],[0.00777437],[0.00135457],[0.05298016],[0.00027277]
[7.02716099e-05],[0.95256782],[0.04294114],[0.02167688],[0.00053509],[0.00741785],[0.05960056],[0.01815352],[0.02869175],[0.01316821]
[0.00575131],[0.00627788],[0.05596256],[0.9796617],[0.0010774],[0.00829784],[0.00021139],[0.00744445],[0.00274622],[0.00032735]
[0.00040079],[0.00812208],[0.03577907],[0.00167318],[0.02358148],[0.04815672],[0.04912546],[0.00029222],[0.60727588],[0.04563301]
[0.00075462],[0.00500285],[0.20613178],[0.00033473],[0.03824867],[0.01597725],[0.92689027],[0.00093865],[0.01357961],[0.00643545]
[0.00078826],[0.00513345],[0.00414094],[0.00059163],[0.6055111],[0.00128055],[0.11148315],[0.02171464],[0.00396943],[0.01035178]
[0.00089862],[0.00718332],[0.98041952],[0.07933607],[0.00112134],[0.00116235],[0.00199533],[0.00294651],[0.0641133],[0.00033027]
[0.01462308],[0.00109241],[0.24708932],[0.00015715],[0.00540626],[0.00518523],[0.88654635],[0.00136611],[0.003415],[0.00999971]
[0.0031887],[0.00307713],[0.98199226],[0.03776732],[0.00068684],[0.00263173],[0.00232159],[0.00553712],[0.05388466],[0.00031212]
[0.05251112],[0.00085258],[0.0012432],[0.02795504],[0.00609273],[0.81912795],[0.01102439],[0.00017044],[0.37644277],[0.01200884]
[0.14747147],[0.00035885],[0.03012823],[0.00073102],[0.01434502],[0.58807685],[0.00353149],[0.00140314],[0.0444204],[0.00102289]
[0.98287971],[0.00020074],[0.0384231],[0.00552719],[0.00019431],[0.04235662],[0.00294194],[0.02220082],[0.00194541],[6.71489111e-05]
[0.00116052],[0.0101167],[0.99381051],[0.03760274],[0.00149914],[0.0045461],[0.01843803],[0.00146906],[0.02823245],[0.00029631]
[0.00027344],[0.00357344],[0.02267006],[0.00449855],[0.13365269],[0.02582796],[0.00095191],[0.003359],[0.63956805],[0.12089277]
[0.98212803],[9.53923637e-05],[0.04248829],[0.00434319],[0.0003567],[0.02438572],[0.00373419],[0.012402],[0.00165475],[0.00010336]
[0.00339731],[0.00256618],[0.05970711],[8.59597618e-05],[0.04839704],[0.00300414],[0.98423984],[0.00052488],[0.01086178],[0.01565544]
[9.15151146e-05],[0.02056422],[0.00481347],[0.05943585],[0.26050423],[0.13033599],[0.05607005],[0.0012716],[0.0179427],[0.00392408]
[3.22341066e-05],[0.96568776],[0.0147956],[0.07449947],[0.00191489],[0.00126738],[0.01784249],[0.0470584],[0.01582533],[0.02418512]
[0.00561468],[0.00174712],[9.01337428e-05],[0.00991191],[0.31019946],[0.01386304],[0.00271309],[0.78567025],[0.01115856],[0.11106703]
[0.000126],[0.00274064],[0.00075],[0.00110411],[0.05627555],[0.00263015],[0.00454803],[0.01706551],[0.04993265],[0.96770033]
[8.22553224e-05],[0.96464081],[0.01274271],[0.06207938],[0.00120068],[0.00242441],[0.01353556],[0.04367972],[0.02554933],[0.01127901]
[0.00095373],[0.00052664],[0.00115738],[0.00600748],[0.03039527],[0.00560373],[0.00217354],[0.02020842],[0.03963432],[0.96705365]
[0.00441409],[0.00920725],[0.96821275],[0.07098628],[0.00100141],[0.00970405],[0.03316956],[0.00086422],[0.03935768],[0.00033002]
[0.01916906],[0.00428606],[0.00299023],[0.00089273],[0.0078882],[0.14085472],[0.97286591],[8.68476518e-05],[0.00495787],[0.0200766]
[0.01982475],[0.00063665],[0.00056325],[0.02688358],[0.00411904],[0.01215382],[0.00017678],[0.99158335],[0.0047125],[0.01096008]
[0.00316087],[0.00659611],[0.01893846],[0.00106047],[0.01218599],[0.02376792],[0.97314216],[0.00011164],[0.02618075],[0.0173025]
[0.00260441],[0.00834282],[0.01534504],[0.00078665],[0.00943466],[0.01386868],[0.98841596],[0.00011847],[0.0191269],[0.03016364]
[0.00319733],[0.00440871],[0.01421963],[0.00494803],[0.03825072],[0.1787441],[0.03853883],[0.00022278],[0.56355118],[0.00095497]
[0.02686891],[0.00056542],[0.00051872],[0.02040518],[0.0029112],[0.01240169],[0.00029931],[0.99013647],[0.00164871],[0.00864904]
[0.00022915],[0.01056321],[0.00734093],[0.00029968],[0.97387235],[0.00302889],[0.00922927],[0.04209205],[0.01528014],[0.04722554]
[0.00022025],[0.00741704],[0.00046671],[0.00547495],[0.09235955],[0.05689482],[0.00913506],[0.00557084],[0.09940774],[0.91217271]
[0.00120626],[0.01257826],[0.97300591],[0.08877025],[0.00156559],[0.00039806],[0.00137095],[0.00605152],[0.02171621],[0.0002544]
[2.60733093e-05],[0.87364353],[0.01313239],[0.120717],[0.00135141],[0.0028206],[0.00727497],[0.03878702],[0.05507927],[0.04703673]
[0.01976905],[0.00776461],[0.12133118],[0.93948823],[0.00020075],[0.02214721],[0.00522902],[0.00759158],[0.00071291],[0.00020527]
[0.00276809],[0.01596569],[0.06064107],[0.97136495],[0.00260288],[0.00351201],[4.23740123e-05],[0.01168471],[0.04117355],[0.0027841]
